population_id,date,year,decimal,abundance,biomass,units,temperature,source,genus_species,max_ctmax,thermal_risk,log_abundance,change_in_log_N,time,thermal_risk_measure,change_in_log_thermal_risk,change_in_thermal_risk
Lepomis gibbosus_43.9928_-89.4946,1983.001,1983,001,24.2,NA,Count,4.49212036132815,BioTIME,Lepomis gibbosus,29.53,0.0817746517774824,3.186352633162641,0.44551260923743996,1,0.011033715999924594,1.9834145116383173,0.009515492100767638
Lepomis macrochirus_43.9928_-89.4946,1983.001,1983,001,71,NA,Count,4.49212036132815,BioTIME,Lepomis macrochirus,23.3,0.15246991762522863,4.2626798770413155,0.26999896859571493,1,0.24862747102454022,1.9834145116383193,0.21441667853187593
Luxilus cornutus_43.9928_-89.4946,1983.001,1983,001,80.6666666666667,NA,Count,4.49212036132815,BioTIME,Luxilus cornutus,26.7,0.10852356247969751,4.390325437488577,1.844970652103977,1,0.04542014258308227,1.983414511638319,0.0391703944498855
Micropterus dolomieu_43.9928_-89.4946,1983.001,1983,001,7.44444444444444,NA,Count,4.49212036132815,BioTIME,Micropterus dolomieu,28.3,0.09247767972356079,2.007468042054746,0.041355185681913875,1,0.020408585616912816,1.9834145116383168,0.017600392762229973
Micropterus salmoides_43.9928_-89.4946,1983.001,1983,001,7.57142857142857,NA,Count,4.49212036132815,BioTIME,Micropterus salmoides,12,0.47199449157001827,2.0243817644968085,0.13532544985114048,1,70.68266818166106,1.98341451163832,60.956831836923534
Morone chrysops_43.9928_-89.4946,1983.001,1983,001,1.85800001025,NA,Count,4.49212036132815,BioTIME,Morone chrysops,30.6,0.07347662402191026,0.6195006459083314,0.7028822689778174,1,0.006462108617335084,1.9834145116383173,0.00557293150403497
Notemigonus crysoleucas_43.9928_-89.4946,1983.001,1983,001,23.4,NA,Count,4.49212036132815,BioTIME,Notemigonus crysoleucas,29.13,0.08511193862583442,3.152736022363656,1.07329448068382,1,0.013476611155063909,1.9834145116383173,0.011622248297128913
Osmerus mordax_43.9928_-89.4946,1983.001,1983,001,1.2307999968,NA,Count,4.49212036132815,BioTIME,Osmerus mordax,20.1,0.2099705567877186,0.20766436186581477,-1.4634329457162016,1,1.2314599255799046,1.9834145116383182,1.0620127610994852
Perca flavescens_43.9928_-89.4946,1983.001,1983,001,101.272666576,NA,Count,4.49212036132815,BioTIME,Perca flavescens,21.3,0.18622717792390814,4.617816548349362,-0.15068105637682283,1,0.6758395365417351,1.9834145116383168,0.5828449609717425
Pimephales notatus_43.9928_-89.4946,1983.001,1983,001,49.4285714285714,NA,Count,4.49212036132815,BioTIME,Pimephales notatus,27,0.10531620649319488,3.9005286260024103,1.082130367731335,1,0.039093479011622245,1.9834145116383164,0.033714270942732175
Alosa pseudoharengus_44.03_-69.31_822,1983.001,1983,001,11.4,NA,SSB (Thousands of lbs),5.06426391601565,LPI,Alosa pseudoharengus,23.5,0.15825088771526752,2.4336133554004498,-1.0956840288890213,1,2.3017052350212644e-4,0.18151136153864655,3.820628839176562e-5
Alosa pseudoharengus_45.55_-66.52_823,1983.001,1983,001,451,NA,SSB (Thousands),3.15703735351565,LPI,Alosa pseudoharengus,23.5,0.130772479346241,6.111467339502679,-0.1538338732350315,1,6.009873415440047e-4,1.6117609129034607,4.810687679488084e-4
Coregonus clupeaformis_46.66667_-84.75_831,1983.001,1983,001,144,NA,SSB (Tonnes),0.111749267578148,LPI,Coregonus clupeaformis,20.6,0.1288862465617389,4.969813299576001,0.33800118264148793,1,0.4269246754457733,1.8619739852186394,0.3605952508690793
Coregonus clupeaformis_48.46667_-89.15_830,1983.001,1983,001,146,NA,Spawning stock biomass in tonnes,0.111749267578148,LPI,Coregonus clupeaformis,20.6,0.1288862465617389,4.983606621708336,0.12534580803808293,1,0.4269246754457733,1.8619739852186394,0.3605952508690793
Esox masquinongy_49.25_-84.499722_14867,1983.001,1983,001,0.041,NA,CPUE,4.12563476562502,LPI,Esox masquinongy,32.2,0.06035952446436483,-3.1941832122778293,-0.3117796240308417,1,3.3596803189183666e-7,0.3827909804311904,1.0685280943983004e-7
Morone saxatilis_41.16667_-74_9285,1983.001,1983,001,16,NA,Annual catch per unit effort,5.46529541015627,LPI,Morone saxatilis,24.4,0.1505484290294882,2.772588722239781,0.06453852113757108,1,0.009164912825989996,0.5361064453274187,0.0038032405173739226
Oncorhynchus kisutch_43.5_-87.5_4577,1983.001,1983,001,3055,NA,Popn. Estimate,0.105889892578148,LPI,Oncorhynchus kisutch,24.84,0.08429683065204856,8.024534871605695,0.031252543504104224,1,0.32835803442558037,1.86022997062182,0.2772534294133525
Oncorhynchus kisutch_48.56_-125_847,1983.001,1983,001,51,NA,SSB (Females),8.74190673828127,LPI,Oncorhynchus kisutch,24.84,0.19992573104555422,3.9318256327243257,-0.33085424431698973,1,5.961391658493943e-4,-8.927838250478715e-4,-5.324610556899654e-7
Oncorhynchus kisutch_50.73861_-120.61111_4295,1983.001,1983,001,109816,NA,Total abundance (hatchery and wild fish),1.3929382324219,LPI,Oncorhynchus kisutch,24.84,0.09587536840393374,11.606561516931496,-0.1868854446496524,1,0.002236541193160793,2.2194562183278608,0.0019935003220769134
Oncorhynchus kisutch_51.379042_-118.944753_4294,1983.001,1983,001,19392,NA,Total abundance (hatchery and wild fish),0.100000000000023,LPI,Oncorhynchus kisutch,24.84,0.08424719534309365,9.87261588886904,0.05752248709550756,1,0.011348861230628017,0.15674170917583297,0.0016464377505110896
Oncorhynchus kisutch_63.1825_-146.02806_5765,1983.001,1983,001,8019,NA,number of fish,0.100000000000023,LPI,Oncorhynchus kisutch,24.84,0.08424719534309365,8.989569004807029,-0.04224260861389517,1,9.452795204436535e-6,0.23484729921039005,1.9785496322341396e-6
Perca flavescens_45_-63_4582,1983.001,1983,001,258,NA,Abundance proxy based on egg mass tracked over years,4.72295532226565,LPI,Perca flavescens,21.3,0.19057595160707239,5.552959584921617,-0.15415067982725805,1,4.868540792133863e-4,0.14248655132149946,6.465460297628396e-5
Perca flavescens_45.625_-81.87611_877,1983.001,1983,001,0.453,NA,Catch per set,0.106011962890648,LPI,Perca flavescens,21.3,0.12010381277737042,-0.791863153499103,-1.7173118231580236,1,0.4104510225666019,2.3313662850111756,0.370570409206813
Salmo trutta_54.34472_-2.95167_1135,1983.001,1983,001,2500,NA,Eggs per 60 m²,7.511804,LPI,Salmo trutta,21.5,0.24688821886267934,7.824046010856292,-1.156881196792086,1,0.002255256466350053,0.01897835493973954,4.239746805474558e-5
Salmo trutta_59.5_5.91667_2462,1983.001,1983,001,19,NA,Number of 0+per 100 m2,4.940271,LPI,Salmo trutta,21.5,0.1909062326527501,2.9444389791664403,-0.05129329438755059,1,7.62381507479936e-4,-0.12646583317290183,-1.027771676386037e-4
Salmo trutta_61.22417_10.4275_2339,1983.001,1983,001,108,NA,Individuals,0.7589355,LPI,Salmo trutta,21.5,0.1256686685780264,4.68213122712422,0.22778393087071258,1,4.6785501782094364e-5,0.038430321504622,1.763871715048957e-6
Salmo trutta_61.5_6.83333_2341,1983.001,1983,001,229,NA,Females per m²,3.106958,LPI,Salmo trutta,21.5,0.15892796972567097,5.43372200355424,0.20797532984103828,1,1.496921330232785e-4,0.10537373318146948,1.4970993993936287e-5
Salmo trutta_66.83167_15.36056_2347,1983.001,1983,001,14,NA,Individuals per 100m²,4.110773,LPI,Salmo trutta,21.5,0.17570959063348654,2.6390573296152584,-0.4054651081081646,1,1.137067557675616e-4,0.032736247299324006,3.6620643194284114e-6
Salvelinus namaycush_43.5_-87.5_4579,1983.001,1983,001,4531,NA,Popn. Estimate,0.1058899,LPI,Salvelinus namaycush,22.9,0.10234446883560178,8.418697944667139,-0.0698899897387637,1,0.8661904559383212,1.860229935689097,0.7313793107203557
Salvelinus namaycush_47.15417_-90.5_886,1983.001,1983,001,45,NA,Abundance index (percentage of the 1929-1943 mean),0.1117493,LPI,Salvelinus namaycush,22.9,0.10240445412584559,3.8066624897703196,0.06899287148695121,1,0.13518007455367712,1.8619740692524536,0.11417773779125981
Salvelinus namaycush_47.26472_-87.17472_885,1983.001,1983,001,118,NA,Abundance index (percentage of the 1929-1943 mean),0.1117493,LPI,Salvelinus namaycush,22.9,0.10240445412584559,4.770684624465665,-0.36511381258459696,1,0.13518007455367712,1.8619740692524536,0.11417773779125981
Sander vitreus_42.25_-81_902,1983.001,1983,001,5454,NA,SSB (Thousands),0.1562744,LPI,Sander vitreus,27,0.06826401213378054,8.604104563405533,0.14772351138605266,1,0.06477996107987821,1.1232465257358477,0.04371207725732863
Sander vitreus_44.1_-78.51_892,1983.001,1983,001,0.0359,NA,SSB (Index),5.602838,LPI,Sander vitreus,27,0.1176882382047811,-3.3270179834879037,0.18622890198287445,1,7.511308227942024e-5,0.3355622106841132,2.141203353349778e-5
Sander vitreus_44.29_-78.23_895,1983.001,1983,001,10.0341,NA,SSB (Index),4.693475,LPI,Sander vitreus,27,0.10745829072060406,2.305989292127608,0.03309050950392267,1,7.593503039182453e-4,0.8911546999881459,4.4787859736339564e-4
Sander vitreus_44.35_-78.5_894,1983.001,1983,001,0.1067,NA,SSB (Index),5.602838,LPI,Sander vitreus,27,0.1176882382047811,-2.2377341206744292,0.20411303965312433,1,7.511308227942024e-5,0.3355622106841132,2.141203353349778e-5
Sander vitreus_45.26889_-79.60417_893,1983.001,1983,001,0.84,NA,SSB Index,1.462854,LPI,Sander vitreus,27,0.07779216187352903,-0.1743533871447778,0.18232155679395465,1,0.009497982131697483,2.340996293425447,0.008583975018046468
Sander vitreus_46.15_-93.4_897,1983.001,1983,001,648,NA,SSB (Tonnes),0.1,LPI,Sander vitreus,27,0.06788093937176144,6.473890696352274,NA,NA,0.07498476401341382,NA,NA
Sander vitreus_46.17_-80_900,1983.001,1983,001,0.5109,NA,SSB (Index),0.1,LPI,Sander vitreus,27,0.06788093937176144,-0.6715814026453847,-0.036891791657008066,1,0.00973430845363656,0.9160039799979689,0.00583946837959776
Sander vitreus_46.25_-93.66667_6125,1983.001,1983,001,13519,NA,Tonnes,0.1,LPI,Sander vitreus,27,0.06788093937176144,9.511851382364405,NA,NA,0.07498476401341382,NA,NA
Sander vitreus_48.44972_-92.45028_888,1983.001,1983,001,0.9172,NA,Index of SSB,0.1,LPI,Sander vitreus,27,0.06788093937176144,-0.08642972799838766,-0.057824470988053225,1,0.005737836493855447,-0.058420166158486,-3.451902267137003e-4
Sander vitreus_48.49_-90.06_890,1983.001,1983,001,152.7,NA,Spawing stock biomass Index,4.09118,LPI,Sander vitreus,27,0.10117718421175607,5.028475212224587,0.02856388149130673,1,0.0027360832072948907,6.244075019863449,0.0027307699362029312
Sander vitreus_48.7_-93.16667_889,1983.001,1983,001,0.842,NA,Index of SSB,0.1,LPI,Sander vitreus,27,0.06788093937176144,-0.17197526473981037,0.03283732988967597,1,0.028488313986699754,1.3680876919428422,0.021235378543127702
Sander vitreus_49.11667_-92.38361_901,1983.001,1983,001,5.69,NA,SSB (Index),4.040826,LPI,Sander vitreus,27,0.10066899715469692,1.7387102481382397,0.08429897006140807,1,0.0031152821636931034,6.888110863700071,0.0031121050785789363
Ambystoma tigrinum_33.27806_-81.72944_918,1983.001,1983,001,15,NA,Number of breeding females,5.795985,LPI,Ambystoma tigrinum,33.5,0.06263685099720137,2.70805020110221,0.40546510810816416,1,0.019128108476144972,0.7285741132786385,0.009896947828401784
Desmognathus ochrophaeus_35.06583_-83.46111_940,1983.001,1983,001,8,NA,Number of observed individuals,1.623823,LPI,Desmognathus ochrophaeus,32.3,0.04653187580754283,2.0794415416798357,-0.9650808960435873,1,0.0018148949649639055,0.7377816386691771,9.470602848588831e-4
Desmognathus quadramaculatus_35.06583_-83.46111_941,1983.001,1983,001,11,NA,Number of observed individuals,1.623823,LPI,Desmognathus quadramaculatus,30.1,0.05798228767436097,2.3978952727983707,0.45198512374305744,1,0.005452245790776004,0.7377816386691771,0.00284512633040208
Notophthalmus viridescens_33.27806_-81.72944_954,1983.001,1983,001,600,NA,Number of breeding females,5.795985,LPI,Notophthalmus viridescens,34.5,0.05667616653021083,6.396929655216146,0.1823215567939549,1,0.011601784253091024,0.7285741132786381,0.006002802295502046
Plethodon glutinosus_35.57222_-83.18167_955,1983.001,1983,001,15,NA,Number of observed individuals,-1.225177,LPI,Plethodon glutinosus,32.5,0.034303163456863676,2.70805020110221,1.0986122886681098,1,3.9515688950294165e-4,0.7377816390823471,2.062033361174362e-4
Plethodon jordani_35.57222_-83.18139_957,1983.001,1983,001,50,NA,Number of adults observed,-1.252677,LPI,Plethodon jordani,34.1,0.029150952234864125,3.912023005428146,0.5108256237659905,1,1.7513075645343994e-4,0.737781639368496,9.138786949245339e-5
Pseudacris regilla_39.34083_-119.81278_6329,1983.001,1983,001,1.25,NA,Number of adults observed,-4.731813,LPI,Pseudacris regilla,31.8,0.025908574585224727,0.22314355131420976,-3.100092288878234,1,7.782169651890074e-4,-0.2504674396677329,-2.215005962539759e-4
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1983.001,1983,001,451,NA,All Individuals,3.157037,GPDD,Alosa pseudoharengus,23.5,0.13077247472322925,6.111467339502679,-0.1538338732350315,1,6.009872918037538e-4,1.6117606197194148,4.810686929753103e-4
Dicentrarchus labrax_51.25_-4.05_1097,1983.001,1983,001,49,NA,All Individuals,8.617456,GPDD,Dicentrarchus labrax,33.23,0.08532784855350577,3.8918202981106265,-0.08692633936042782,1,1.1043266508444639e-5,0.11721143871664097,1.2214170771785773e-6
Ischnura elegans_52.4333333333333_-0.183333333333333_3,1983.001,1983,001,45,NA,All Individuals,8.430231,GPDD,Ischnura elegans,44.60683761,0.026845403593652454,3.8066624897703196,0.04546237407675724,1,3.2862393620316294e-7,0.8802473092807634,1.9235004906129582e-7
Oncorhynchus kisutch_48.65_-121.75_20661,1983.001,1983,001,61552,NA,All Individuals,4.392328,GPDD,Oncorhynchus kisutch,24.84,0.12941031319180388,11.027637624992076,0.9300646487417517,1,2.51556739316262e-4,-0.0867262328222953,-2.2790554798291147e-5
Salmo trutta_54.3333333333333_-2.88333333333333_7023,1983.001,1983,001,0.72,NA,All Individuals,7.511804,GPDD,Salmo trutta,21.5,0.24688821886267934,-0.3285040669720361,-0.10536051565782639,1,0.002255256466350053,0.01897835493973954,4.239746805474558e-5
Salmo trutta_54.3333333333333_-2.88333333333333_7025,1983.001,1983,001,7.08,NA,All Individuals,7.511804,GPDD,Salmo trutta,21.5,0.24688821886267934,1.9572739077056285,1.001762462678192,1,0.002255256466350053,0.01897835493973954,4.239746805474558e-5
Salmo trutta_54.3333333333333_-2.88333333333333_7104,1983.001,1983,001,12,NA,Not Specified,7.511804,GPDD,Salmo trutta,21.5,0.24688821886267934,2.4849066497880004,-0.8109302162163288,1,0.002255256466350053,0.01897835493973954,4.239746805474558e-5
Sardinops sagax_35_140_1941,1983.001,1983,001,5277,NA,All Individuals,13.08141,GPDD,Sardinops sagax,24.3,0.3256738039277058,8.571113033405668,-0.2795478856114837,1,0.019013037788124187,0.2845688634425163,0.004708796601475166
Desmognathus ochrophaeus_35.05_-83.27_20607,1983.001,1983,001,8,NA,Adults,1.101323,GPDD,Desmognathus ochrophaeus,32.3,0.0441630107995397,2.0794415416798357,-0.9650808960435873,1,0.0013976295114295006,0.7377816384384861,7.293201141081576e-4
Desmognathus quadramaculatus_35.05_-83.27_20606,1983.001,1983,001,11,NA,Adults,1.101323,GPDD,Desmognathus quadramaculatus,30.1,0.05503050010998561,2.3978952727983707,0.45198512374305744,1,0.004198711092301351,0.737781638438487,0.0021909987073844596
Notophthalmus viridescens_33.3_-81.485_20601,1983.001,1983,001,600,NA,Marked females,5.707985,GPDD,Notophthalmus viridescens,34.5,0.05617960434284653,6.396929655216146,0.1823215567939549,1,0.01110237335477553,0.7285741132779124,0.005744405412621435
Plethodon glutinosus_35.55_-83.2_20603,1983.001,1983,001,15,NA,Adults,1.519323,GPDD,Plethodon glutinosus,32.5,0.0451363351235187,2.70805020110221,1.0986122886681098,1,0.0015585838109478207,0.7377816385549547,8.133103327263598e-4
Plethodon jordani_35.55_-83.2_20602,1983.001,1983,001,50,NA,Adults,1.519323,GPDD,Plethodon jordani,34.1,0.0384626476322039,3.912023005428146,0.5108256237659905,1,7.003168492630554e-4,0.7377816385549547,3.654438893097679e-4
Pseudacris crucifer_33.3_-81.485_20620,1983.001,1983,001,380,NA,Marked females,5.707985,GPDD,Pseudacris crucifer,34.8,0.054519246111037804,5.940171252720432,2.2512917986064953,1,0.009555901303704342,0.7285741132779133,0.004944255558462552
Pseudacris regilla_41_-118.75_20617,1983.001,1983,001,5,NA,Adults,-5.490661,GPDD,Pseudacris regilla,31.8,0.024015253212261275,1.6094379124341003,-3.1000922888782334,1,0.0038297577299095196,-0.20252027782227433,-8.597228375411808e-4
Ambloplites rupestris_43.9928_-89.4946,1984.001,1984,001,40.3076923076923,NA,Count,4.76918945312502,BioTIME,Ambloplites rupestris,31.2,0.07114173994734335,3.6965423268595052,0.3715063061629138,1,7.213563355176213e-4,-1.892577715652858,-0.004065891472228559
Coregonus artedi_43.9928_-89.4946,1984.001,1984,001,63.5161587986842,NA,Count,4.76918945312502,BioTIME,Coregonus artedi,19.8,0.2224437419116534,4.15129434279745,0.020735171118689166,1,0.21558989316727414,-1.892577715652857,-1.2151624169190816
Cottus bairdii_43.9928_-89.4946,1984.001,1984,001,18.6666666666667,NA,Count,4.76918945312502,BioTIME,Cottus bairdii,29.56,0.08382021640656372,2.9267394020670414,1.05493722516545,1,0.0016378394425957334,-1.8925777156528572,-0.009231605927119343
Esox lucius_43.9928_-89.4946,1984.001,1984,001,2,NA,Count,4.76918945312502,BioTIME,Esox lucius,20.6,0.20534145431005724,0.6931471805599453,0.2876820724517809,1,0.14451422711270567,-1.8925777156528576,-0.8145477272499778
Esox masquinongy_43.9928_-89.4946,1984.001,1984,001,1.5,NA,Count,4.76918945312502,BioTIME,Esox masquinongy,32.2,0.06437170828853982,0.4054651081081644,0.4054651081081644,1,4.375247340693901e-4,-1.892577715652858,-0.002466087836970754
Etheostoma nigrum_43.9928_-89.4946,1984.001,1984,001,19,NA,Count,4.76918945312502,BioTIME,Etheostoma nigrum,30.48,0.07645285102041059,2.9444389791664403,-0.727633356631114,1,0.001033941254076865,-1.8925777156528563,-0.005827761843555232
Lepomis gibbosus_43.9928_-89.4946,1984.001,1984,001,18.875,NA,Count,4.76918945312502,BioTIME,Lepomis gibbosus,29.53,0.08407205462423124,2.9378382951350885,-0.2485143380275523,1,0.0016625922159218547,-1.8925777156528563,-0.00937112378400274
Lepomis macrochirus_43.9928_-89.4946,1984.001,1984,001,82.6,NA,Count,4.76918945312502,BioTIME,Lepomis macrochirus,23.3,0.15675345555760553,4.414009680526933,0.1513298034856172,1,0.03746390590373746,-1.892577715652856,-0.21116356512080275
Luxilus cornutus_43.9928_-89.4946,1984.001,1984,001,66.3333333333333,NA,Count,4.76918945312502,BioTIME,Luxilus cornutus,26.7,0.11157245765639133,4.194692536056382,-0.19563290143219447,1,0.006844038355274802,-1.892577715652859,-0.03857610422780747
Micropterus dolomieu_43.9928_-89.4946,1984.001,1984,001,8.5,NA,Count,4.76918945312502,BioTIME,Micropterus dolomieu,28.3,0.09507577681158946,2.1400661634962708,0.1325981214415246,1,0.003075224664554161,-1.8925777156528567,-0.017333360952358656
Micropterus salmoides_43.9928_-89.4946,1984.001,1984,001,4.16666666666667,NA,Count,4.76918945312502,BioTIME,Micropterus salmoides,12,0.48525485361391174,1.4271163556401465,-0.597265408856662,1,10.650668724862948,-1.892577715652859,-60.03199945679811
Morone chrysops_43.9928_-89.4946,1984.001,1984,001,2.3862000226,NA,Count,4.76918945312502,BioTIME,Morone chrysops,30.6,0.07554089946091509,0.8697021519306886,0.25020150602235713,1,9.737292028992106e-4,-1.8925777156528572,-0.0054883794144358735
Notemigonus crysoleucas_43.9928_-89.4946,1984.001,1984,001,15.5,NA,Count,4.76918945312502,BioTIME,Notemigonus crysoleucas,29.13,0.08750310026139088,2.740840023925201,-0.4118959984384549,1,0.0020306947182225834,-1.8925777156528572,-0.011445916436841326
Osmerus mordax_43.9928_-89.4946,1984.001,1984,001,28.70949954575,NA,Count,4.76918945312502,BioTIME,Osmerus mordax,20.1,0.21586953580398113,3.3572280626243747,3.1495637007585597,1,0.18555994068569898,-1.892577715652857,-1.0458999848942057
Perca flavescens_43.9928_-89.4946,1984.001,1984,001,46.2809643511071,NA,Count,4.76918945312502,BioTIME,Perca flavescens,21.3,0.191459102969197,3.8347307394270316,-0.7830858089223303,1,0.10183745464122901,-1.8925777156528558,-0.5740020819005061
Pimephales notatus_43.9928_-89.4946,1984.001,1984,001,27.4285714285714,NA,Count,4.76918945312502,BioTIME,Pimephales notatus,27,0.10827499319967498,3.311585222972467,-0.5889434030299432,1,0.005890718403344055,-1.8925777156528572,-0.03320276060827819
Alosa pseudoharengus_45.55_-66.52_823,1984.001,1984,001,179,NA,SSB (Thousands),3.46914062500002,LPI,Alosa pseudoharengus,23.5,0.134918290748297,5.187385805840755,-0.9240815336619237,1,1.300795605120373e-4,-1.5304276047943128,-4.7090778103196735e-4
Coregonus clupeaformis_46.66667_-84.75_831,1984.001,1984,001,172,NA,SSB (Tonnes),0.108972167968773,LPI,Coregonus clupeaformis,20.6,0.12885045853681637,5.147494476813453,0.17768117723745203,1,0.174914717257502,-0.8923090683767844,-0.2520099581882713
Coregonus clupeaformis_48.46667_-89.15_830,1984.001,1984,001,219.8,NA,Spawning stock biomass in tonnes,0.108972167968773,LPI,Coregonus clupeaformis,20.6,0.12885045853681637,5.392718041969521,0.4091114202611843,1,0.174914717257502,-0.8923090683767844,-0.2520099581882713
Esox masquinongy_49.25_-84.499722_14867,1984.001,1984,001,0.041,NA,CPUE,3.29927978515627,LPI,Esox masquinongy,32.2,0.05557221007429101,-3.1941832122778293,0,1,2.401406721035753e-7,-0.3357911268601619,-9.582735978826139e-8
Morone saxatilis_41.16667_-74_9285,1984.001,1984,001,15,NA,Annual catch per unit effort,8.2773376464844,LPI,Morone saxatilis,24.4,0.19943513460392967,2.70805020110221,-0.06453852113757108,1,0.0036806852626745474,-0.9122834220963352,-0.0054842275633154485
Oncorhynchus kisutch_43.5_-87.5_4577,1984.001,1984,001,3497,NA,Popn. Estimate,0.102716064453148,LPI,Oncorhynchus kisutch,24.84,0.08427008053209009,8.159660737063376,0.13512586545768102,1,0.08350905182621045,-1.3691495503415314,-0.24484898259936994
Oncorhynchus kisutch_48.56_-125_847,1984.001,1984,001,21,NA,SSB (Females),8.55031738281252,LPI,Oncorhynchus kisutch,24.84,0.19613182648677532,3.044522437723423,-0.8873031950009027,1,5.666534871025215e-4,-0.05072615650448142,-2.9485678746872827e-5
Oncorhynchus kisutch_50.163758_-120.531365_4296,1984.001,1984,001,17205,NA,Total abundance (hatchery and wild fish),1.44646606445315,LPI,Oncorhynchus kisutch,24.84,0.09638994444386356,9.752955318231582,NA,NA,0.0015997039715149504,NA,NA
Oncorhynchus kisutch_50.73861_-120.61111_4295,1984.001,1984,001,217692,NA,Total abundance (hatchery and wild fish),1.08489379882815,LPI,Oncorhynchus kisutch,24.84,0.09296700626518813,12.290836498729323,0.6842749817978273,1,0.001668893930732066,-0.2927694722310985,-5.676472624287269e-4
Oncorhynchus kisutch_51.379042_-118.944753_4294,1984.001,1984,001,48183,NA,Total abundance (hatchery and wild fish),0.100030517578148,LPI,Oncorhynchus kisutch,24.84,0.08424745244552254,10.782761540731007,0.910145651861967,1,0.024021763836198366,0.7498428391469041,0.012672902605570349
Oncorhynchus kisutch_63.1825_-146.02806_5765,1984.001,1984,001,1061,NA,number of fish,0.108117675781273,LPI,Oncorhynchus kisutch,24.84,0.08431561225037768,6.966967138613983,-2.022601866193046,1,1.0945471019358465e-5,0.14661527856808476,1.49267581492193e-6
Perca flavescens_45_-63_4582,1984.001,1984,001,132,NA,Abundance proxy based on egg mass tracked over years,4.74697265625002,LPI,Perca flavescens,21.3,0.19103421432714204,4.882801922586371,-0.6701576623352468,1,4.5268709194075564e-4,-0.07276330563831657,-3.4166987272630644e-5
Salmo trutta_54.34472_-2.95167_1135,1984.001,1984,001,2150,NA,Eggs per 60 m²,7.4979189999999996,LPI,Salmo trutta,21.5,0.2465456524525558,7.673223121121708,-0.15082288973458358,1,0.00370949806737357,0.4976328768599041,0.0014542416010235172
Salmo trutta_59.5_5.91667_2462,1984.001,1984,001,5,NA,Number of 0+per 100 m2,5.118799,LPI,Salmo trutta,21.5,0.19434504835234698,1.6094379124341003,-1.33500106673234,1,0.0010293267709571377,0.30021315071134147,2.6694526347720163e-4
Salmo trutta_61.22417_10.4275_2339,1984.001,1984,001,129,NA,Individuals,1.296075,LPI,Salmo trutta,21.5,0.1326034080269428,4.859812404361672,0.17768117723745203,1,4.302615550313438e-5,-0.0837651656589582,-3.759346278959983e-6
Salmo trutta_61.5_6.83333_2341,1984.001,1984,001,271,NA,Females per m²,4.695673,LPI,Salmo trutta,21.5,0.1862933494647951,5.602118820879701,0.16839681732546108,1,1.4876464544005358e-4,-0.006215242110943819,-9.274875832249207e-7
Salmo trutta_66.83167_15.36056_2347,1984.001,1984,001,27,NA,Individuals per 100m²,4.010004,LPI,Salmo trutta,21.5,0.17394787388897254,3.295836866004329,0.6567795363890707,1,1.1766072986627874e-4,0.03418249612599489,3.953974098717142e-6
Salvelinus namaycush_43.5_-87.5_4579,1984.001,1984,001,3291,NA,Popn. Estimate,0.1027161,LPI,Salvelinus namaycush,22.9,0.1023119919021199,8.098946748943339,-0.31975119572379995,1,0.2202922241608021,-1.3691498538145794,-0.6458982317775191
Salvelinus namaycush_47.15417_-90.5_886,1984.001,1984,001,65,NA,Abundance index (percentage of the 1929-1943 mean),0.1089722,LPI,Salvelinus namaycush,22.9,0.10237601933338614,4.174387269895637,0.3677247801253172,1,0.05538443119996784,-0.8923092461992659,-0.07979564335370928
Salvelinus namaycush_47.26472_-87.17472_885,1984.001,1984,001,135,NA,Abundance index (percentage of the 1929-1943 mean),0.1089722,LPI,Salvelinus namaycush,22.9,0.10237601933338614,4.90527477843843,0.13459015397276453,1,0.05538443119996784,-0.8923092461992659,-0.07979564335370928
Sander vitreus_42.25_-81_902,1984.001,1984,001,5612,NA,SSB (Thousands),0.1745239,LPI,Sander vitreus,27,0.06838870428658952,8.632662441222351,0.028557877816817623,1,0.024198697928283962,-0.9846974858396504,-0.04058126315159425
Sander vitreus_44.1_-78.51_892,1984.001,1984,001,0.0369,NA,SSB (Index),5.275293,LPI,Sander vitreus,27,0.11389586647645941,-3.2995437279356556,0.027474255552248028,1,4.977861014116255e-5,-0.4114093652026405,-2.5334472138257688e-5
Sander vitreus_44.29_-78.23_895,1984.001,1984,001,10.2713,NA,SSB (Index),4.193292,LPI,Sander vitreus,27,0.10221561747707518,2.3293535982080873,0.023364306080479125,1,3.3950333004626604e-4,-0.8049794487820359,-4.1984697387197924e-4
Sander vitreus_44.35_-78.5_894,1984.001,1984,001,0.1294,NA,SSB (Index),5.275293,LPI,Sander vitreus,27,0.11389586647645941,-2.044846896915337,0.1928872237590924,1,4.977861014116255e-5,-0.4114093652026405,-2.5334472138257688e-5
Sander vitreus_45.26889_-79.60417_893,1984.001,1984,001,0.83,NA,SSB Index,1.934137,LPI,Sander vitreus,27,0.08154613869199488,-0.18632957819149348,-0.011976191046715684,1,0.0018442678477868211,-1.6389970005885584,-0.007653714283910662
Sander vitreus_46.15_-93.4_897,1984.001,1984,001,1109,NA,SSB (Tonnes),0.1000305,LPI,Sander vitreus,27,0.06788114640894223,7.011213987350367,0.537323290998093,1,0.04013885835053364,-0.6249400451384739,-0.03484590566288018
